recipe_id,step_number,step_content
200296,1,Set oven to 400° degrees (set oven rack to lowest position).
200296,2,"In a shallow bowl mix together the dry breadcrumbs with Parmesan cheese, seasoned salt, black pepper and garlic powder."
200296,3,Dip the chicken into the ranch dressing to coat both sides (allow any excess to drip off).
200296,4,Coat in the breadcrumb mixture.
200296,5,Place in a single layer onto a greased baking sheet or line with non-stick foil (do NOT bake in a smaller baking dish or the bottom of the chicken will be soggy).
200296,6,Lightly drizzle the melted butter over each breast (for low-fat option omit the butter or use a diet alternative).
200296,7,If desired you can sprinkle black pepper over the chicken pieces       .
200296,8,Bake uncovered for about 30-35 minutes or until the chicken is cooked).
31128,1,Use foil on bottom of oven rather than a cookie sheet under pie pan.
31128,2,Prepare pastry for single-crust pie.
31128,3,Place in pie plate and trim and crimp the edge; refrigerate 30 minute loosely covered with plastic wrap.
31128,4,"In a large mixing bowl, stir together the sugar, flour, cinnamon, nutmeg, allspice, and salt."
31128,5,Add apple slices and gently toss until they are coated well.
31128,6,Transfer mixture to pie.
31128,7,"FOR CRUMB TOPPING: Stir together brown sugar, flour, and oats."
31128,8,"Using a pastry blender, cut in the butter until topping resembles coarse crumbs."
31128,9,Sprinkle over apple mixture in pie.
31128,10,"To prevent over-browning while baking, cover edge of pie with foil."
31128,11,Bake at 375 degrees Fahrenheit for 25 minutes.
31128,12,"Remove foil and bake 25 to 30 minutes more, or until top is golden."
31128,13,Remove from oven.
31128,14,Cool on wire rack about an hour and serve!
71373,1,"In bread machine pan, place all ingredients from flour through yeast in order as recommended by the manufacturer."
71373,2,Select the basic bread setting.
71373,3,"Check dough after 5 minutes of mixing, if needed add 1-2T of water or flour."
71373,4,Bake as normal.
71373,5,For dinner rolls.
71373,6,Mix in bread machine but use only the dough option.
71373,7,Lightly grease a 9 x 13 baking pan (I always use a metal pan).
71373,8,When dough is finished shape into 15 uniformly sized balls. I always grease my hands with shortening to smooth the dough out and it helps keep the dough from drying out.
71373,9,"Cover and let the rolls rise in a warm, draft free place until risen to the desired size."
71373,10,I let them about double in size.
71373,11,Bake in a 350° oven about 12-15 minutes until golden brown.
71373,12,"After removing from the oven, brush the tops of the rolls with melted butter."
71373,13,Take out of pan and let completely cool before storing.
33921,1,Add salt to water and boil in a saucepan.
33921,2,"Add lentils and simmer covered 25-30 minutes, until lentils are soft and most of water is evaporated."
33921,3,Remove from fire.
33921,4,Drain and partially mash lentils.
33921,5,Scrape into mixing bowl and allow to cool slightly.
33921,6,"Stir in onion, oats and cheese until mixed."
33921,7,"Add egg, tomato sauce, garlic, basil, parsley, seasoning salt and pepper."
33921,8,Mix well.
33921,9,Spoon into loaf pan that has been generously sprayed with Pam (non-stick cooking spray) or well-greased.
33921,10,Smooth top with back of spoon.
33921,11,"Bake at 350 degrees for 30- 45 minutes until top of loaf is dry, firm and golden brown."
33921,12,Cool in pan on rack for about 10 minutes.
33921,13,Run a sharp knife around edges of pan then turn out loaf onto serving platter.
26370,1,Preheat oven to 325°F.
26370,2,"In a large mixing bowl, sift together dry ingredients. Add oil, coffee and milk and mix at medium speed for 2 minutes. Add eggs and vanilla and beat 2 more minutes. Expect batter to be thin."
26370,3,"Pour into a 9"" x 13"" greased and floured pan or 2- 9"" round pans. Bake 9 x 13 pan for about 45 minutes or 9"" pans for about 30 minutes. Cool in pans for about 15 minutes and then cool completely on racks."
26370,4,"While cake is cooling make the icing: Combine the milk and flour in a saucepan and cook over low heat until thick, whisking constantly. Cover and refrigerate until chilled."
26370,5,"In a medium bowl, beat butter, shortening, sugar and vanilla until creamy. Add chilled milk and flour mixture and beat for 10 minutes. Frost cooled cake and enjoy! The frosting sounds intimidating, but it is worth it! By the way, for some reason, we prefer this cake chilled, right out of the refrigerator. The rich chocolate and cool frosting just seem to taste best this way."
205890,1,"Cream butter, peanut butter and both sugars together."
205890,2,"Add eggs, one at a time, beating well."
205890,3,"Add baking soda, powder and vanilla."
205890,4,Stir in flour.
205890,5,"Roll into balls, roll in sugar. Flatten cookies, using a fork, in a criss-cross pattern."
205890,6,Bake on ungreased cookie sheet at 350 degrees for 6-7 minutes or adjust to suit your oven and size of cookies!
34382,1,Put potatoes and garlic in lg pan.
34382,2,Cover with water.
34382,3,Bring to a boil.
34382,4,"Reduce heat and simmer for 25 minutes, until potatoes are tender."
34382,5,Drain well.
34382,6,"Mash with the butter, milk, and salt."
34382,7,Stir in the parmesan cheese.
349246,1,"In a coffee mug, add water/milk, melted butter/oil, a dash of salt and vanilla extract. Whisk well."
349246,2,"Add cocoa powder, whisk well. Add sugar, whisk well. Add flour, whisk well."
349246,3,Microwave for 60 seconds. Center should be slightly molten. Careful not to overcook.
349246,4,"Enjoy with a spoon. Careful, brownie will be hot."
114392,1,"In a large skillet, melt butter with the oil. Add the onion, celery and garlic and saute until soft and transparent."
114392,2,Add tomato sauce and tomato paste and stir until smooth.
114392,3,Add remaining ingredients and bring to slow simmer.
114392,4,Simmer for 30-60 minutes (or not at all depending on your taste and time frame).
114392,5,Remove the bay leaf and spread the sauce on your prepared pizza dough.
63071,1,Oil the waffle maker.
63071,2,Sift the dry ingredients together in a large bowl.
63071,3,"In separate bowl, separate egg whites and beat until stiff peaks form."
63071,4,"In a separate bowl, mix together the egg yolks, milk, oil , and vanilla, stir slightly."
63071,5,Add to dry ingredients and mix well.
63071,6,Fold in egg whites.
63071,7,Cook in waffle iron on medium-high heat for around 5-10 minutes.
27144,1,Cake: Preheat oven to 350°.
27144,2,"Grease and flour bundt pan, set aside."
27144,3,"In large mixing bowl, combine cake mix, pudding mix and chocolate chips."
27144,4,"In another bowl, combine water, eggs, and vanilla mixing well."
27144,5,Add egg mixture to dry mixture and mix with spoon until just blended.
27144,6,Pour into prepared pan.
27144,7,Bake for 50 to 55 minutes or until cake tests done when wooden pick in center comes out clean.
27144,8,Cool 15 to 20 minutes before removing cake from pan.
27144,9,"When completely cool, drizzle cake with Chocolate Glaze."
27144,10,Chocolate Glaze: Combine all ingredients in bowl.
27144,11,Mix with spoon until smooth.
27210,1,In deep bowl mix all marinade ingredients.
27210,2,Marinate at least 2 hours.
27210,3,"Remove from marinade and cook over medium-high heat on greased grill for no more than 15 minutes or until done.  Cooking time for second side is shorter by 1-2 minutes.  3/4"" or thinner, 5-6 minutes maximum per side, thicker than 3/4"" 6-7 minutes maximum per side.   DO NOT OVER_GRILL, chops will become tough. After 2 minutes grilling on a side, rotate chops 45 degrees  for even cooking.  Turn over when juices pool on upper surface and meat appears to be cooked half-way through."
9836,1,Place chicken breasts in the crock pot.
9836,2,Mix the undiluted soups together with the garlic powder and pour over chicken.
9836,3,"Cover and cook on low 6-8 hours , until chicken is tender."
9836,4,Serve with the delicious sauce over rice or noodles.
106251,1,"Mix oil, rosemary, salt, pepper and garlic together."
106251,2,Toss in cauliflower and place in a large casserole dish in one layer.
106251,3,Roast in a preheated oven at 450 degrees for 20 minutes; give a toss and bake for 10 more minutes.
43023,1,Melt butter and add garlic in a medium sauce pan.
43023,2,Cook over medium for 1 minute.
43023,3,"Add flour and cook 1 minute, stirring constantly."
43023,4,"Stir in broth and milk and cook, stirring frequently, until sauce boils and thickens."
43023,5,"Add parsley, salt, pepper and cheese."
43023,6,Stir until cheese is melted.
43023,7,Toss hot pasta with sauce and serve immediately.
63786,1,Slice steak into thin strips.
63786,2,"In bowl, mix together 1 tablespoons olive oil, lime juice, garlic, chili powder, cumin, hot pepper flakes, black pepper &amp; salt."
63786,3,"Add beef strips and stir to coat, set aside."
63786,4,Wrap tortillas in foil and place in 350° oven for 5-10 minutes or until heated through.
63786,5,"Cut onions in half lengthwise and slice into strips, cut your peppers into strips."
63786,6,"In large non stick skillet over medium high heat, heat remaining tablespoons of olive oil."
63786,7,"Add onions &amp; peppers stirring for 3-4 minutes, until softened; transfer to a bowl and set aside."
63786,8,"Add beef to skillet, cook, stirring for 3-4 minutes or until they lose their red color."
63786,9,Return onions and peppers to skillet; stir for about one minute.
63786,10,"To serve, spoon a portion of the beef mixture down the centre of each tortilla, top with your desired toppings , fold bottom of tortilla up over filling, fold the sides in, overlapping."
66596,1,"For the dressing; in a processor or use a wire whisk process/whisk the olive oil with lemon juice, 2 teaspoons dried oregano, garlic, dried, basil, red wine vinegar, salt and sugar until smooth (add in more oregano and lemon juice if needed)."
66596,2,Season with black pepper.
66596,3,Chill in fridge for a couple of hours before using to blend flavors.
66596,4,Place the salad ingredients in a large bowl.
66596,5,Pour dressing over; toss to combine.
66596,6,"If desired allow the salad to sit at room temperature for 20 minutes before serving, or you can refrigerate for 1 hour (tossing a few time during sitting time)."
128956,1,Spray pot with non stick cooking spray saute onions carrots and garlic for 5 minutes.
128956,2,"Add broth, Tomato paste, cabbage, green beans, basil, oregano and Salt &amp; Pepper to taste."
128956,3,Simmer for a about 5-10 minutes until all vegetables are tender then add the zucchini and simmer for another 5 or so minutes.
128956,4,I have tried different variations. Leaving out green beans. Adding chopped green onions in addition to the yellow onion.
128956,5,All very good. You can customize it a bit.
52035,1,"Using a blender or hand held mixer, mix Oreos and cream cheese together."
52035,2,Roll into walnut size balls.
52035,3,Chill for an hour.
52035,4,Melt approximately 3/4 package of white almond bark.
52035,5,Stick a toothpick in an Oreo ball and dip it in the melted white almond bark.
52035,6,Allow to harden on wax paper.
52035,7,Takes about 15 minute.
52035,8,"While waiting, melt about 1/4 package of chocolate almond bark."
52035,9,"When Oreo balls are no longer sticky to the touch, decorate with drizzles of chocolate and white almond bark."
52035,10,I just use a sandwich bag with a tiny hole cut in one corner to drizzle the almond bark.
82925,1,Put apples in an 8 or 9 inch square baking dish.
82925,2,Combine the rest of the ingredients in a separate bowl and mix.
82925,3,Spread crumble mixture over apples and bake for 35 minutes in a 375ºF degree oven.
82925,4,For an added treat top off with a little English custard.
95569,1,Remove all visible fat from the chicken and toss it in the crock pot.
95569,2,Place the onion slices on top of the chicken.
95569,3,Pour the barbecue sauce over top.
95569,4,"You may not need the entire jar, just enough to cover the chicken."
